,name_input,name_result,mst,address
1328,CÔNG TY CỔ PHẦN SỰ KIỆN VÀ ẨM THỰC HAPRO,CÔNG TY CỔ PHẦN SỰ KIỆN VÀ ẨM THỰC HAPRO,0104175117,"Địa chỉ: Số nhà 172 Ngọc Khánh, Phường Giảng Võ, Quận Ba Đình, Hà Nội"
1329,CÔNG TY CỔ PHẦN GỐM CHU ĐẬU,CÔNG TY CỔ PHẦN GỐM CHU ĐẬU,0800889229,"Địa chỉ: Thôn Chu Đậu, Xã Thái Tân, Huyện Nam Sách, Hải Dương"
1330,CÔNG TY CỔ PHẦN CÔNG NGHỆ HPT,CÔNG TY CỔ PHẦN CÔNG NGHỆ HPT VIỆT NAM,0104996441,"Địa chỉ: Số 2C, tổ 10, phố Quan Hoa, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội"
1331,CÔNG TY CỔ PHẦN PHÁT TRIỂN Y HỌC AN VIỆT,CÔNG TY CỔ PHẦN PHÁT TRIỂN Y HỌC AN VIỆT,0106812322,"Địa chỉ: Số 33 BT2, bán đảo Linh Đàm, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội"
1332,CÔNG TY CỔ PHẦN CRYSTAL HOLIDAYS,Không có kết quả,,
1333,CÔNG TY CỔ PHẦN EVERLAND VÂN ĐỒN,CÔNG TY CỔ PHẦN EVERLAND VÂN ĐỒN,5701987961,"Địa chỉ: Tòa nhà Mai Quyền Paradise, thôn 1, Xã Hạ Long, Huyện Vân Đồn, Quảng Ninh"
1334,CÔNG TY CỔ PHẦN EVERLAND PHÚ YÊN,Không có kết quả,,
1335,CÔNG TY CỔ PHẦN THỰC PHẨM HÀ NỘI,2,,
1336,CÔNG TY TNHH VIETCOMBANK-BONDAY-BEN THANH,Không có kết quả,,
1337,CÔNG TY LIÊN DOANH QUẢN LÝ QUỸ ĐẦU TƯ CHỨNG KHOÁN VIETCOMBANK,Kết quả tìm kiếm trùng nhau : 1,,
1338,CÔNG TY TNHH BẢO HIỂM NHÂN THỌ VIETCOMBANK-CARDIFF,Không có kết quả,,
1339,CÔNG TY LIÊN DOANH VIETCOMBANK - BONDAY,Không có kết quả,,
1340,CÔNG TY TNHH CASTROL BP-PETCO VIỆT NAM,Không có kết quả,,
1341,CÔNG TY CỔ PHẦN THỨC ĂN CHĂN NUÔI VIỆT THẮNG,CÔNG TY CỔ PHẦN THỨC ĂN CHĂN NUÔI VIỆT THẮNG,1400437290,"Địa chỉ: Lô II-1, II-2, II-3, Khu C mở rộng, Khu công nghiệp Sa Đéc, Xã Tân Khánh Đông, Thành phố Sa Đéc, Đồng Tháp"
1342,CÔNG TY LIÊN DOANH THÁP BIDỊCH VỤ,Không có kết quả,,
1343,NGÂN HÀNG LIÊN DOANH VIỆT – NGA,2,,
1344,CÔNG TY TNHH LƯƠNG THỰC CAMPUCHIA - VIỆT NAM (CAVIFOODS),Không có kết quả,,
1345,CÔNG TY CỔ PHẦN CHO THUÊ MÁY BAY VIỆT NAM (VALC),Không có kết quả,,
1346,CÔNG TY CỔ PHẦN GIỐNG VẬT NUÔI HÀ NỘI,CÔNG TY CỔ PHẦN GIỐNG VẬT NUÔI HÀ NỘI,0106615966,"Địa chỉ: Số 77 phố Lê Hồng Phong, Phường Nguyễn Trãi, Quận Hà Đông, Hà Nội"
1347,CÔNG TY CỔ PHẦN IN SÁCH VIỆT NAM,CÔNG TY CỔ PHẦN IN SÁCH VIỆT NAM,0104209630,"Địa chỉ: Số nhà 22B, phố Hai Bà Trưng, Phường Tràng Tiền, Quận Hoàn Kiếm, Hà Nội"
1348,NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN KỸ THƯƠNG VIỆT NAM (TECHCOMBANK),NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN KỸ THƯƠNG VIỆT NAM (TECHCOMBANK),0101653171,"Địa chỉ: 15 Đào Duy Từ, phường Hàng Buồm, Quận Hoàn Kiếm, Hà Nội"
1349,CÔNG TY CỔ PHẦN ĐẦU TƯ SCIC – BẢO VIỆT (BẢO VIỆT SCIC),Không có kết quả,,
1350,NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN BẢO VIỆT,Kết quả tìm kiếm trùng nhau : 1,,
1351,CÔNG TY CỔ PHẦN TRUNG NAM PHÚ QUỐC,CÔNG TY CỔ PHẦN TRUNG NAM PHÚ QUỐC,1701893515,"Địa chỉ: Tổ 1, ấp Dương Tơ, Xã Dương Tơ, Huyện Phú Quốc, Kiên Giang"
1352,CÔNG TY LIÊN DOANH BẢO HIỂM BẢO VIỆT - TOKIO MARINE,Không có kết quả,,
1353,CÔNG TY CỔ PHẦN DU LỊCH PHÚ QUỐC,2,,
1354,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ XÂY DỰNG LONG VIỆT (LONG VIỆT),Không có kết quả,,
1355,CÔNG TY CỔ PHẦN CÔNG NGHỆ THÔNG TIN PLT,CÔNG TY CỔ PHẦN CÔNG NGHỆ THÔNG TIN PLT,0312087510,"Địa chỉ: 125 Đường Số 7, Khu Phố 5, Phường An Phú, Quận 2, TP Hồ Chí Minh"
1356,CÔNG TY TNHH KHÍ NHIÊN LIỆU GIAO THÔNG VẬN TẢI PVGAZPROM,CÔNG TY TNHH KHÍ NHIÊN LIỆU GIAO THÔNG VẬN TẢI PVGAZPROM (NTNN),0314058314,"Địa chỉ: Tòa nhà PV Gas Tower, số 673, đường Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, TP Hồ Chí Minh"
1357,CÔNG TY CỔ PHẦN CHẾ BIẾN DỪA Á CHÂU,CÔNG TY CỔ PHẦN CHẾ BIẾN DỪA Á CHÂU,1300975859,"Địa chỉ: Lô EI-2, EI-3, EI-4, khu công nghiệp Giao Long, giai đoạn II, Xã An Phước, Huyện Châu Thành, Bến Tre"
1358,CÔNG TY TNHH MIRAKA,Không có kết quả,,
1359,CÔNG TY CỔ PHẦN APIS,CÔNG TY CỔ PHẦN APIS,0312705358,"Địa chỉ: Số 18A VSIP II-A, đường số 27, khu công nghiệp Việt Nam - Si, Xã Vĩnh Tân, Thị xã Tân Uyên, Bình Dương"
1360,TỔNG CÔNG TY CỔ PHẦN BẢO HIỂM BẢO LONG ,2,,
1361,CÔNG TY CỔ PHẦN SÀI GÒN KIM LIÊN,Không có kết quả,,
1362,CÔNG TY CỔ PHẦN DU LỊCH KHÁCH SẠN SÀI GÒN - HẠ LONG,2,,
1363,CÔNG TY CỔ PHẦN THÔNG TIN TÍN DỤNG VIỆT NAM,Kết quả tìm kiếm trùng nhau : 1,,
1364,CÔNG TY CỔ PHẦN DU LỊCH SÀI GÒN - QUY NHƠN,Không có kết quả,,
1365,CÔNG TY CỔ PHẦN DỊCH VỤ THẺ SMARTLINK,Không có kết quả,,
1366,CÔNG TY CỔ PHẦN CHỨNG KHOÁN TÂN VIỆT,Kết quả tìm kiếm trùng nhau : 1,,
1367,CÔNG TY CỔ PHẦN ĐẦU TƯ PHÁT TRIỂN NHÀ ĐÀ NẴNG  ,CÔNG TY CỔ PHẦN ĐẦU TƯ PHÁT TRIỂN NHÀ ĐÀ NẴNG,0400101323,"Địa chỉ: 38 Nguyễn Chí Thanh, Phường Thạch Thang, Quận Hải Châu, Đà Nẵng"
1368,CÔNG TY CỔ PHẦN DÂY CÁP ĐIỆN VIỆT THÁI,CÔNG TY CỔ PHẦN DÂY CÁP ĐIỆN VIỆT THÁI,3600751476,"Địa chỉ: Khu Công nghiệp Biên Hòa 1, đường số 1, Phường An Bình, Thành phố Biên Hoà, Đồng Nai"
1369,CÔNG TY CỔ PHẦN XUÂT NHẬP KHẨU HÀNG KHÔNG (AIRIMEX),Không có kết quả,,
1370,CÔNG TY CỔ PHẦN NHỰA CAO CẤP HÀNG KHÔNG (APLACO),Không có kết quả,,
1371,CÔNG TY CỔ PHẦN ĐẦU TƯ MIC (MIC INVEST),Không có kết quả,,
1372,CÔNG TY CỔ PHẦN LONG THUẬN LỘC,CÔNG TY CỔ PHẦN LONG THUẬN LỘC,3600709322,"Địa chỉ: Số 303, ấp Long Khánh 2, Quốc Lộ 51 - Xã Tam Phước, Thành phố Biên Hoà, Đồng Nai"
1373,TỔNG CÔNG TY CỔ PHẦN BẢO HIỂM SÀI GÒN – HÀ NỘI (BSH),Không có kết quả,,
1374,CÔNG TY CỔ PHẦN CHỨNG KHOÁN SÀI GÒN HÀ NỘI,Kết quả tìm kiếm trùng nhau : 1,,
1375,CÔNG TY CỔ PHẦN SYNNEX FPT,CÔNG TY CỔ PHẦN SYNNEX FPT,0103841131,"Địa chỉ: Tòa nhà FPT Cầu Giấy, phố Duy Tân, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội"
1376,CÔNG TY CỔ PHẦN BÁN LẺ KỸ THUẬT SỐ FPT,3,,
1377,CÔNG TY CỔ PHẦN CÔNG NGHỆ HOMA,CÔNG TY CỔ PHẦN CÔNG NGHỆ HOMA,0314456347,"Địa chỉ: Nhà 5, đường số 13, Công viên phần mềm Quang Trung, phường Tân Chánh Hiệp, Quận 12, TP Hồ Chí Minh"
1378,CÔNG TY CỔ PHẦN QUẢN LÝ QUỸ ĐẦU TƯ FPT,CÔNG TY CỔ PHẦN QUẢN LÝ QUỸ ĐẦU TƯ FPT,0102326106,"Địa chỉ: Tầng 9, tòa nhà TTC lô B1A, cụm TTCN và CN nhỏ, phố Duy Tân, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội"
1379,CÔNG TY CỔ PHẦN CHỨNG KHOÁN FPT,Kết quả tìm kiếm trùng nhau : 1,,
1380,CÔNG TY CỔ PHẦN HOA SEN QUY NHƠN,Kết quả tìm kiếm trùng nhau : 1,,
1381,CÔNG TY CỔ PHẦN ĐẦU TƯ HẠ TẦNG KHU CÔNG NGHIỆP HOA SEN DU LONG,CÔNG TY CỔ PHẦN ĐẦU TƯ HẠ TẦNG KHU CÔNG NGHIỆP HOA SEN DU LONG,4500272658,"Địa chỉ: Số 04 Phan Đình Giót, Phường Mỹ Hải, TP. Phan Rang-Tháp Chàm, Ninh Thuận"
1382,CÔNG TY CỔ PHẦN NĂNG LƯỢNG SÔNG HỒNG,Kết quả tìm kiếm trùng nhau : 1,,
1383,CÔNG TY CỔ PHẦN THỦY ĐIỆN NẬM CHIẾN (SƠN LA),Không có kết quả,,
1384,CÔNG TY CỔ PHẦN MÁY THIẾT BỊ DẦU KHÍ MIỀN BẮC VIỆT NAM,CÔNG TY CỔ PHẦN MÁY - THIẾT BỊ DẦU KHÍ MIỀN BẮC VIỆT NAM,0102578495,"Địa chỉ: Số 8, phố Tràng Thi, Phường Hàng Trống, Quận Hoàn Kiếm, Hà Nội"
1385,CÔNG TY CỔ PHẦN THỰC PHẨM CHOLIMEX,CÔNG TY CỔ PHẦN THỰC PHẨM CHOLIMEX,0304475742,"Địa chỉ: Lô C40-43/I, C51-55/II Đường Số 7, Khu công nghiệp Vĩnh Lộc, Xã Vĩnh Lộc A, Huyện Bình Chánh, TP Hồ Chí Minh"
1386,CÔNG TY CỔ PHẦN CHỈ SỢI CAO SU VRG SA DO,Không có kết quả,,
1387,NHÀ GA QUỐC TẾ CAM RANH,2,,
1388,THAI VIETJET AIR JOINT STOCK COMPANY LIMITED,Không có kết quả,,
1389,VIETNAM OFFSHORE FLOATING TERMINAL (RUBY) LIMITED,Không có kết quả,,
1390,MALAYSIA VIETNAM OFFSHORE TERMINAL LIMITED,Không có kết quả,,
1391,"CÔNG TY LIÊN DOANH RONGDOI MV12 PTE.,LTD (SINGAPORE)",Không có kết quả,,
1392,CÔNG TY CỔ PHẦN GỖ MDF VRG DONGWHA,Kết quả tìm kiếm trùng nhau : 1,,
1393,CÔNG TY CỔ PHẦN CAO SU BẾN THÀNH,2,,
1394,CÔNG TY CỔ PHẦN XÂY DỰNG VÀ TƯ VẤN ĐẦU TƯ,26,,
1395,CÔNG TY CỔ PHẦN KINH DOANH BOT DT 741,Không có kết quả,,
1396,CÔNG TY TNHH THƯƠNG MẠI VÀ NHÂN LỰC QUỐC TẾ FLC,CÔNG TY TNHH THƯƠNG MẠI VÀ NHÂN LỰC QUỐC TẾ FLC,0106757061,"Địa chỉ: Tầng 5B, Tòa nhà FLC Landmark Tower, đường Lê Đức Thọ, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội"
1397,CÔNG TY CỔ PHẦN KỸ THUẬT HÀNG KHÔNG SAO MAI,CÔNG TY CỔ PHẦN KỸ THUẬT HÀNG KHÔNG SAO MAI,0108978919,"Địa chỉ: Tầng 3 Tòa nhà N01 T3 khu Đoàn Ngoại Giao, Đường Đỗ Nhuận, Phường Xuân Tảo, Quận Bắc Từ Liêm, Hà Nội"
1398,CÔNG TY TNHH S.A.S - CÔNG TYAMAD,Không có kết quả,,
1399,CÔNG TY CỔ PHẦN ĐẦU TƯ KHU CÔNG NGHIỆP DẦU KHÍ LONG SƠN,CÔNG TY CỔ PHẦN ĐẦU TƯ KHU CÔNG NGHIỆP DẦU KHÍ LONG SƠN,3500811001,"Địa chỉ: Lầu 3, Tòa nhà Khang Thông, số 67 Nguyễn Thị Minh Khai, Phường Bến Thành, Quận 1, TP Hồ Chí Minh"
1400,TỔNG CÔNG TY THIẾT BỊ ĐIỆN ĐÔNG ANH - CÔNG TY CỔ PHẦN,TỔNG CÔNG TY THIẾT BỊ ĐIỆN ĐÔNG ANH - CÔNG TY CỔ PHẦN,0100101322,"Địa chỉ: Số 189, đường Lâm Tiên, Thị trấn Đông Anh, Huyện Đông Anh, Hà Nội"
1401,CÔNG TY CỔ PHẦN THỐNG NHẤT,Kết quả tìm kiếm trùng nhau : 2,,
1402,CÔNG TY CỔ PHẦN PHÁT TRIỂN NÔNG NGHIỆP VIỆT MỸ - HÀ TĨNH,Không có kết quả,,
1403,CÔNG TY CỔ PHẦN XÂY DỰNG CAO SU ĐỒNG NAI,Không có kết quả,,
1404,CÔNG TY CỔ PHẦN KHU CÔNG NGHIỆP HỐ NAI,CÔNG TY CỔ PHẦN KHU CÔNG NGHIỆP HỐ NAI,3600505336,"Địa chỉ: Khu CôngNghiệp Hố Nai, Xã Hố Nai 3, Huyện Trảng Bom, Đồng Nai"
1405,CÔNG TY CỔ PHẦN CHẾ BIẾN GỖ CAO SU CHƯ PĂH,CÔNG TY CỔ PHẦN CHẾ BIẾN GỖ CAO SU CHƯ PĂH,5900880853,"Địa chỉ: Khu Công nghiệp Ia Khươl, thôn Tân Lập, Xã Ia Khươl, Huyện Chư Păh, Gia Lai"
1406,CÔNG TY CỔ PHẦN DU LỊCH CAO SU HÀM RỒNG,CÔNG TY CỔ PHẦN DU LỊCH CAO SU HÀM RỒNG,5300233477,"Địa chỉ: Phố Hàm Rồng, Thị trấn Sa Pa, Huyện Sa Pa, Lào Cai"
1407,CÔNG TY CỔ PHẦN LỘC THỊNH,Kết quả tìm kiếm trùng nhau : 3,,
1408,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN VRG LONG THÀNH,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN VRG LONG THÀNH,3600967115,"Địa chỉ: Lô E, KCN Lộc An - Bình Sơn, Xã Bình Sơn, Huyện Long Thành, Đồng Nai"
1409,CÔNG TY CỔ PHẦN  Ô TÔ SAO TÂY NAM (HYUNDAI TÂY ĐÔ),Không có kết quả,,
1410,CÔNG TY CỔ PHẦN ĐẦU TƯ SAVICO,CÔNG TY CỔ PHẦN ĐẦU TƯ SAVICO,0313958908,"Địa chỉ: 66-68 Nam Kỳ Khởi Nghĩa, Phường Nguyễn Thái Bình, Quận 1, TP Hồ Chí Minh"
1411,CÔNG TY LIÊN DOANH COMFORTDELGRO SAVICO TAXI,Không có kết quả,,
1412,CÔNG TY TNHH TOYOTA LÝ THƯỜNG KIỆT,2,,
1413,CÔNG TY CỔ PHẦN ÔTÔ BẮC ÂU,Không có kết quả,,
1414,CÔNG TY CỔ PHẦN DỊCH VỤ Ô TÔ THÀNH PHỐ MỚI BÌNH DƯƠNG,CÔNG TY CỔ PHẦN DỊCH VỤ Ô TÔ THÀNH PHỐ MỚI BÌNH DƯƠNG,3702287077,"Địa chỉ: Lô C13, đường Hùng Vương, Khu liên hợp, Phường Hoà Phú, Thành phố Thủ Dầu Một, Bình Dương"
1415,CÔNG TY CỔ PHẦN TOYOTA ĐÔNG SÀI GÒN (TESC),Không có kết quả,,
1416,CÔNG TY CỔ PHẦN ĐẦU TƯ XÂY DỰNG CƠ SỞ HẠ TẦNG BÌNH PHƯỚC,CÔNG TY CỔ PHẦN ĐẦU TƯ XÂY DỰNG CƠ SỞ HẠ TẦNG BÌNH PHƯỚC,3800301869,"Địa chỉ: ấp Hòa Vinh, Xã Thành Tâm, Huyện Chơn Thành, Bình Phước"
1417,CÔNG TY CỔ PHẦN ĐẦU TƯ XÂY DỰNG CAO SU,2,,
1418,CÔNG TY TNHH NGHIÊN CỨU KHOA HỌC & SẢN XUẤTTN CAO SU VISORUTEX,5,,
1419,CÔNG TY CỔ PHẦN CAO SU TP HỒ CHÍ MINH,Không có kết quả,,
1420,CÔNG TY TNHH PHÚ VIỆT TÍN,Không có kết quả,,
1421,CÔNG TY TNHH LIÊN DOANH ỐNG THÉP SENDO,2,,
1422,CÔNG TY TNHH SMC - SUMMIT,2,,
1423,CÔNG TY TNHH SMC - TOAMI,CÔNG TY TNHH SMC TOAMI,3502276222,"Địa chỉ: Đường 1A, Khu công nghiệp Phú Mỹ I - Phường Phú Mỹ, Thị Xã Phú Mỹ, Bà Rịa - Vũng Tàu"
1424,CÔNG TY CỔ PHẦN ĐẦU TƯ SÀI GÒN VRG,CÔNG TY CỔ PHẦN ĐẦU TƯ SÀI GÒN VRG,0305268812,"Địa chỉ: Lô TT2-1, đường D4, KCN Đông Nam, Xã Hoà Phú, Huyện Củ Chi, TP Hồ Chí Minh"
1425,CÔNG TY TNHH DỊCH VỤ KỸ THUẬT NUÔI TRỒNG THỦY SẢN MINH PHÚ AQUAMEKONG,CÔNG TY TNHH DỊCH VỤ KỸ THUẬT NUÔI TRỒNG THỦY SẢN MINH PHÚ AQUAMEKONG,0312398643,"Địa chỉ: 307 Quốc lộ 1A, Cư xá Tám Gian, Khu phố 6, Phường Linh Trung, Quận Thủ Đức, TP Hồ Chí Minh"
1426,CÔNG TY CỔ PHẦNXÃ HỘI CHUỖI TÔM RỪNG MINH PHÚ,Không có kết quả,,
1427,CÔNG TY TNHH MEKONG LOGISTIC,Không có kết quả,,
1428,CÔNG TY CỔ PHẦN ĐẦU TƯ HẠ TẦNG FCC,CÔNG TY CỔ PHẦN ĐẦU TƯ HẠ TẦNG FCC,0106605407,"Địa chỉ: Tầng 2, Tháp CEO, Lô HH2-1 Khu đô thị Mễ Trì Hạ, đường Phạm, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội"
1429,CÔNG TY CỔ PHẦN THƯƠNG MẠI QUẢNG TRỌNG,CÔNG TY CỔ PHẦN THƯƠNG MẠI QUẢNG TRỌNG,3500740022,"Địa chỉ: Số 427/9 Nguyễn An Ninh, Phường 9, Thành Phố Vũng Tàu, Bà Rịa - Vũng Tàu"
1430,CÔNG TY CỔ PHẦN ĐẦU TƯ HITECCONS,CÔNG TY CỔ PHẦN ĐẦU TƯ HITECCONS,0108007089,"Địa chỉ: Khu Công Nghệ Cao Hòa Lạc, Km 29, Đại Lộ Thăng Long, Xã Thạch Hoà, Huyện Thạch Thất, Hà Nội"
1431,CÔNG TY CỔ PHẦN CÔNG NGHIỆP KHOÁNG CHẤT DMC,Không có kết quả,,
1432,CÔNG TY CỔ PHẦN CHỨNG KHOÁN DẦU KHÍ,Kết quả tìm kiếm trùng nhau : 1,,
1433,CÔNG TY LIÊN DOANH QUẢN LÝ QUỸ ĐẦU TƯ CHỨNG KHOÁN VIETCOMBANK,Kết quả tìm kiếm trùng nhau : 1,,
1434,TỔNG CÔNG TY VÀNG AGRIBANK VIỆT NAM - CÔNG TY CỔ PHẦN,Không có kết quả,,
1435,CÔNG TY TNHH BẢO HIỂM NHÂN THỌ VIETCOMBANK-CARDIFF,Không có kết quả,,
1436,CÔNG TY CỔ PHẦN DỊCH VỤ THẺ SMARTLINK,Không có kết quả,,
1437,CÔNG TY CỔ PHẦN THẠNH MỸ LỢI,2,,
1438,CÔNG TY CỔ PHẦN 234 THẠNH MỸ LỢI,CÔNG TY CỔ PHẦN 234 THẠNH MỸ LỢI,0314888530,"Địa chỉ: 02 Thi Sách, Phường Bến Nghé, Quận 1, TP Hồ Chí Minh"
1439,CÔNG TY CỔ PHẦN PHÁT TRIỂN ĐẤT VIỆT,2,,
1440,CÔNG TY CỔ PHẦN ĐIỆN TỬ VÀ DỊCH VỤ CÔNG NGHIỆP SÀI GÒN,CÔNG TY CỔ PHẦN ĐIỆN TỬ VÀ DỊCH VỤ CÔNG NGHIỆP SÀI GÒN,0300740044,"Địa chỉ: 52 Thành Thái, Phường 12, Quận 10, TP Hồ Chí Minh"
1441,CÔNG TY CỔ PHẦN PHÁT TRIỂN VÀ DỊCH VỤ NHÀ BẾN THÀNH,CÔNG TY CỔ PHẦN PHÁT TRIỂN VÀ DỊCH VỤ NHÀ BẾN THÀNH,0300842751,"Địa chỉ: 65 Nguyễn Du, Phường Bến Nghé, Quận 1, TP Hồ Chí Minh"
1442,CÔNG TY TNHH KINH DOANH VĂN PHÒNG DẦU KHÍ BÀ RỊA - VŨNG TÀU,Không có kết quả,,
1443,CÔNG TY CỔ PHẦN DỊCH VỤ HÀNG KHÔNG SÂN BAY TÂN SƠN NHẤT,2,,
1444,CÔNG TY CỔ PHẦN PHỤC VỤ MẶT ĐẤT SÀI GÒN (SAGS),Không có kết quả,,
1445,CÔNG TY CỔ PHẦN VẬN TẢI HÀNG KHÔNG MIỀN NAM,CÔNG TY CỔ PHẦN VẬN TẢI HÀNG KHÔNG MIỀN NAM,0310422869,"Địa chỉ: 1A Hồng Hà, Phường 2, Quận Tân Bình, TP Hồ Chí Minh"
1446,CÔNG TY CỔ PHẦN THƯƠNG MẠI HÀNG KHÔNG MIỀN NAM,CÔNG TY CỔ PHẦN THƯƠNG MẠI HÀNG KHÔNG MIỀN NAM,0303583819,"Địa chỉ: B14 Bạch Đằng, Phường 2, Quận Tân Bình, TP Hồ Chí Minh"
1447,CÔNG TY CỔ PHẦN PHỤC VỤ MẶT ĐẤT HÀ NỘI (HGS),Không có kết quả,,
1448,CÔNG TY CỔ PHẦN DỊCH VỤ HÀNG HÓA HÀNG KHÔNG (ACS),Không có kết quả,,
1449,CÔNG TY CỔ PHẦN KHỬ TRÙNG VIỆT NAM,2,,
1450,CÔNG TY TNHH MỸ PHẨM LG VINA,Kết quả tìm kiếm trùng nhau : 1,,
1451,CÔNG TY CỔ PHẦN ĐẦU TƯ PHÁT TRIỂN PHONG THỊNH,CÔNG TY CỔ PHẦN ĐẦU TƯ PHÁT TRIỂN PHONG THỊNH,0314098268,"Địa chỉ: 436-438 Nơ Trang Long, Phường 13, Quận Bình Thạnh, TP Hồ Chí Minh"
1452,CÔNG TY CỔ PHẦN XÂY DỰNG SỐ 12,Kết quả tìm kiếm trùng nhau : 2,,
1453,CÔNG TY CỔ PHẦN ĐẦU TƯ TCỔ PHẦN,Không có kết quả,,
1454,CÔNG TY CỔ PHẦN DỊCH VỤ HÀNG HÓA SÀI GÒN,4,,
1455,CÔNG TY CỔ PHẦN NHÀ GA QUỐC TẾ CAM RANH,CÔNG TY CỔ PHẦN NHÀ GA QUỐC TẾ CAM RANH,4201676638,"Địa chỉ: Cảng hàng không quốc tế Cam Ranh, Phường Cam Nghĩa, Thành phố Cam Ranh, Khánh Hòa"
1456,CÔNG TY CỔ PHẦN ĐẦU TƯ KHAI THÁC NHÀ GA HÀNH KHÁCH QUỐC TẾ ĐÀ NẴNG (AHT),Không có kết quả,,
1457,CÔNG TY TÀI CHÍNH CỔ PHẦN VINACONEX-VIETTEL,CÔNG TY TÀI CHÍNH CỔ PHẦN VINACONEX - VIETTEL,0103045147,"Địa chỉ: Tầng 1 Toà nhà 18T2 Khu đô thị Trung hoà - Nhân Chính, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội"
1458,CÔNG TY CỔ PHẦN XI MĂNG CẨM PHẢ,2,,
1459,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN NĂNG LƯỢNG VINACONEX (VINACONEX P&C),Không có kết quả,,
1460,CÔNG TY TNHH QUỐC TẾ LIÊN DOANH VINACONEX TAISEI,Không có kết quả,,
1461,CÔNG TY CỔ PHẦN VIPACO,Kết quả tìm kiếm trùng nhau : 1,,
1462,CÔNG TY CỔ PHẦN ĐẦU TƯ BOT HÀ NỘI - BẮC GIANG,Không có kết quả,,
1463,CÔNG TY CỔ PHẦN BAO BÌ ĐẠM PHÚ MỸ,CÔNG TY CỔ PHẦN BAO BÌ ĐẠM PHÚ MỸ,3500874315,"Địa chỉ: Đường 1B, KCN Phú Mỹ 1 - Phường Phú Mỹ, Thị Xã Phú Mỹ, Bà Rịa - Vũng Tàu"
1464,CÔNG TY CỔ PHẦN PHÁT TRIỂN ĐÔ THỊ DẦU KHÍ,Không có kết quả,,
1465,CÔNG TY CỔ PHẦN HÓA DẦU VÀ XƠ SỢI DẦU KHÍ (PVTEX),Không có kết quả,,
1466,CÔNG TY CỔ PHẦN BAO BÌ HABECO,Kết quả tìm kiếm trùng nhau : 1,,
1467,CÔNG TY CỔ PHẦN HAREC ĐẦU TƯ VÀ THƯƠNG MẠI,CÔNG TY CỔ PHẦN HAREC ĐẦU TƯ VÀ THƯƠNG MẠI,0102116074,"Địa chỉ: Số 4, phố Láng Hạ, Phường Thành Công, Quận Ba Đình, Hà Nội"
1468,CÔNG TY CỔ PHẦN VẬN TẢI HABECO,CÔNG TY CỔ PHẦN VẬN TẢI HABECO,0102551768,"Địa chỉ: Số 1199, đường Giải Phóng, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội"
1469,CÔNG TY CỔ PHẦN BIA HÀ NỘI - KIM BÀI,CÔNG TY CỔ PHẦN BIA HÀ NỘI - KIM BÀI,0500293795,"Địa chỉ: Thị trấn Kim bài, Thị trấn Kim Bài, Huyện Thanh Oai, Hà Nội"
1470,CÔNG TY TNHH THỦY TINH SANMIGUEL YAMAMURA HẢI PHÒNG,Không có kết quả,,
1471,CÔNG TY CỔ PHẦN ĐẦU TƯ PHÁT TRIỂN HABECO,Kết quả tìm kiếm trùng nhau : 1,,
1472,CÔNG TY TNHH TIẾP VẬN QUỐC TẾ ICD BIÊN HÒA,CÔNG TY TNHH TIẾP VẬN QUỐC TẾ - ICD BIÊN HÒA,3603219710,"Địa chỉ: Km 1+900, Quốc lộ 51 (trong khu B khuôn viên Công ty cổ phần, Phường Long Bình Tân, Thành phố Biên Hoà, Đồng Nai"
1473,CÔNG TY CỔ PHẦN CÀ PHÊ TÍN NGHĨA,Kết quả tìm kiếm trùng nhau : 1,,
1474,CÔNG TY CỔ PHẦN S CAFE,Không có kết quả,,
1475,CÔNG TY CỔ PHẦN CẢNG CONTAINER ĐỒNG NAI,CÔNG TY CỔ PHẦN CẢNG CONTAINER ĐỒNG NAI,3600308553,"Địa chỉ: Km 13, Quốc lộ 51 - Xã Tam Phước, Thành phố Biên Hoà, Đồng Nai"
1476,CÔNG TY CỔ PHẦN QUẢN LÝ DỰ ÁN TÍN NGHĨA,CÔNG TY CỔ PHẦN QUẢN LÝ DỰ ÁN TÍN NGHĨA,3601381549,"Địa chỉ: Số 01, lô C, Phan Chu Trinh, Phường Quang Vinh, Thành phố Biên Hoà, Đồng Nai"
1477,CÔNG TY CỔ PHẦN THỐNG NHẤT (KHU CÔNG NGHIỆP BÀU XÉO),Không có kết quả,,
