STT,Tên HO,Ngành nghề,Địa chỉ HO,MST,TTP,MCK,url
665,CÔNG TY CP XÂY DỰNG AN PHONG,,"55-57 Khu C, Đường Vũ Tông Phan, Khu Đô Thị An Phú An Khánh - Phường An Phú - Quận 2 - TP. Hồ Chí Minh",0304621513,TP Hồ Chí Minh,,
666,CÔNG TY CP XÂY DỰNG AN PHÚ GIA,,178/11 Nguyễn Văn Thương -  Phường 25 - Quận Bình Thạnh - TP. Hồ Chí Minh,0304172307,TP Hồ Chí Minh,,
667,CÔNG TY CP XÂY DỰNG CBC,,176A Trần Kế Xương - Phường 7 - Quận Phú Nhuận - TP. Hồ Chí Minh,0313717010,TP Hồ Chí Minh,,
668,CÔNG TY CP XÂY DỰNG CENTRAL,,204/9 Nguyễn Văn Hưởng - Phường Thảo Điền - Quận 2 - TP. Hồ Chí Minh,0314476689,TP Hồ Chí Minh,,
669,CÔNG TY CP XÂY DỰNG COTECCONS,,236/6 Điện Biên Phủ-Phường 17-Quận Bình Thạnh-TP. Hồ Chí Minh,0303443233,TP Hồ Chí Minh,CTD,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=CTD
670,CÔNG TY CP XÂY DỰNG PHƯỚC THÀNH,,21 đường 24 Khu Dân cư Him Lam - Xã Bình Hưng - Huyện Bình Chánh - TP. Hồ Chí Minh,0303615482,TP Hồ Chí Minh,,
671,CÔNG TY CP XÂY LẮP THƯƠNG MẠI 2,,36 Ung Văn Khiêm - Phường 25 - Quận Bình Thạnh - TP. Hồ Chí Minh,0300584155,TP Hồ Chí Minh,ACS,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=ACS
672,CÔNG TY CP XÂY LẮP VÀ VẬT TƯ XÂY DỰNG,,93 Nguyễn Công Trứ-Phường Nguyễn Thái Bình- Quận 1-TP. Hồ Chí Minh,0300588664,TP Hồ Chí Minh,,
673,CÔNG TY CP XUẤT NHẬP KHẨU THUẬN MINH,,Số 76 đường Trần Minh Quyền - Phường 11 - Quận 10 - TP. Hồ Chí Minh,0309828977,TP Hồ Chí Minh,,
674,CÔNG TY TÀI CHÍNH TNHH NGÂN HÀNG VIỆT NAM THỊNH VƯỢNG SMBC,,"Tầng 2, Tòa nhà REE Tower, Số 9 Đoàn Văn Bơ - Phường 12 - Quận 4 - TP. Hồ Chí Minh",0102180545,TP Hồ Chí Minh,,
675,CÔNG TY TNHH AEON VIỆT NAM,,Số 30 Đường Bờ Bao Tân Thắng - Phường Sơn Kỳ - Quận Tân Phú - TP. Hồ Chí Minh,0311241512,TP Hồ Chí Minh,,
676,CÔNG TY TNHH BẢO HIỂM HANWHA LIFE VIỆT NAM,,"Lầu 14, Tòa Nhà Doji, 81-85 Hàm Nghi - Phường Nguyễn Thái Bình - Quận 1 - TP. Hồ Chí Minh",0305774706,TP Hồ Chí Minh,,
677,CÔNG TY TNHH BẢO HIỂM NHÂN THỌ AIA (VIỆT NAM),,"Tầng 15, Tòa nhà Saigon Centre tháp 2, Số 67 đường Lê Lợi - Phường Bến Nghé - Quận 1 - TP. Hồ Chí Minh",0301930337,TP Hồ Chí Minh,,
678,CÔNG TY TNHH BẢO HIỂM NHÂN THỌ CHUBB VIỆT NAM,,"Tầng 21 Tòa nhà Sun Wah, 115 Nguyễn Huệ - Phường Bến Nghé - Quận 1 - TP. Hồ Chí Minh",0303845969,TP Hồ Chí Minh,,
679,CÔNG TY TNHH CARGILL VIỆT NAM,,"Lầu 10-11, Trung tâm Thương mại Maple Tree 1060 Nguyễn Văn Linh - Phường Tân Phong - Quận 7 - TP.Hồ Chí Minh",3600233178,TP Hồ Chí Minh,,
680,CÔNG TY TNHH CÔNG NGHIỆP MINH HƯNG,,"527-529 Bình Thới, Phường 10-Quận 11-Thành phố Hồ Chí Minh",1201044062,TP Hồ Chí Minh,,
681,CÔNG TY TNHH CỬA SỔ VIỆT CHÂU Á ASEANWINDOW,,31 Võ Văn Tần - Phường Tân Tạo - Quận Bình Tân - TP. Hồ Chí Minh,0308779300,TP Hồ Chí Minh,,
682,CÔNG TY TNHH ĐẦU TƯ ĐỊA ỐC THÀNH PHỐ,,24 Nguyễn Bỉnh Khiêm-Phường Đa Kao- Quận 1-TP. Hồ Chí Minh,0302980690,TP Hồ Chí Minh,,
683,CÔNG TY TNHH ĐẦU TƯ SẢN XUẤT THƯƠNG MẠI DỊCH VỤ PHAN MINH,,"Số 300, Đường Khuông Việt - Phường Phú Trung - Quận Tân Phú - TP. Hồ Chí Minh",0303283290,TP Hồ Chí Minh,,
684,CÔNG TY TNHH ĐẦU TƯ XÂY DỰNG UNICONS,,"Tầng 5-6, Số 236/6 Điện Biên Phủ - Phường 17 - Quận Bình Thạnh - TP. Hồ Chí Minh",0304472276,TP Hồ Chí Minh,,
685,CÔNG TY TNHH EXPEDITORS VIỆT NAM,,"Số 182 (tầng 8, Tòa nhà Flemington), Đường Lê Đại Hành - Phường 15 - Quận 11 - TP. Hồ Chí Minh",0312545104,TP Hồ Chí Minh,,
686,CÔNG TY TNHH FURUKAWA AUTOMOTIVE PARTS (VIETNAM),,14 - 16 Kcx Tân Thuận - Phường Tân Thuận Đông - Quận 7 - TP. Hồ Chí Minh,0300797153,TP Hồ Chí Minh,,
687,CÔNG TY TNHH HÀO HƯNG,,47/46 - 48 Lạc Long Quân - Phường 01 - Quận 11 - TP. Hồ Chí Minh,0301952517,TP Hồ Chí Minh,,
688,CÔNG TY TNHH HEWLETT - PACKARD VIỆT NAM,,29 Lê Duẩn - Phường Bến Nghé - Quận 1 - TP. Hồ Chí Minh,0300539709,TP Hồ Chí Minh,,
689,CÔNG TY TNHH HÙNG CÁ,,"736-738 Điện Biên Phủ, P. 10, Q. 10, TP Hồ Chí Minh",1400528082,TP Hồ Chí Minh,,
690,CÔNG TY TNHH KIẾN VƯƠNG,,"Lô 22 Đường Số 7, KCN Tân Tạo Phường Tân Tạo A-Phường Tân Tạo A-Quận Bình Tân-TP. Hồ Chí Minh",0304355389,TP Hồ Chí Minh,,
691,CÔNG TY TNHH KINH DOANH LỐP XE BRIDGESTONE VIỆT NAM,,"Lầu 4, 56 - 58 - 60 Hai Bà Trưng - Phường Bến Nghé - Quận 1 - TP. Hồ Chí Minh",0309875328,TP Hồ Chí Minh,,
692,CÔNG TY TNHH MTV BÒ SỮA VIỆT NAM,,Số 10 Tân Trào - Phường Tân Phú - Quận 7 - TP. Hồ Chí Minh,5000268824,TP Hồ Chí Minh,,
693,CÔNG TY TNHH MTV DƯỢC SÀI GÒN,,Số 18-20 Nguyễn Trường Tộ - Phường 12 - Quận 4 - TP. Hồ Chí Minh,0300523385,TP Hồ Chí Minh,,
694,CÔNG TY TNHH MTV HERBALIFE VIỆT NAM,,Số 26 Đường Trần Cao Vân - Phường 6 - Quận 3 - TP. Hồ Chí Minh,0309069208,TP Hồ Chí Minh,,
695,CÔNG TY TNHH MTV THỰC PHẨM VÀ ĐẦU TƯ FOCOCEV,,21 Bùi Thị Xuân - Phường Bến Thành - Quận 1 - TP. Hồ Chí Minh,0400101588,TP Hồ Chí Minh,,
696,CÔNG TY TNHH MTV TỔNG CÔNG TY 28,,03 Nguyễn Oanh - Phường 10 - Quận Gò Vấp - TP. Hồ Chí Minh,0300516772,TP Hồ Chí Minh,,
697,CÔNG TY TNHH MTV TỔNG CÔNG TY TÂN CẢNG SÀI GÒN,,722 Điện Biên Phủ - Phường 22 - Quận Bình Thạnh - TP. Hồ Chí Minh,0300514849,TP Hồ Chí Minh,,
698,CÔNG TY TNHH MTV TỔNG CÔNG TY THÁI SƠN,,Số 3 - đường Ba Tháng Hai - Phường 11 - Quận 10 - TP. Hồ Chí Minh,0300533471,TP Hồ Chí Minh,,
699,CÔNG TY TNHH MTV VÀNG BẠC ĐÁ QUÝ SÀI GÒN - SJC,,418-420 Nguyễn Thị Minh Khai - Phường 5 - Quận 3 - TP. Hồ Chí Minh,0301045759,TP Hồ Chí Minh,,
700,CÔNG TY TNHH NHỰA LONG THÀNH,,Số 8 Kim Biên - Phường 13 - Quận 5 - TP. Hồ Chí Minh,0301275199,TP Hồ Chí Minh,,
701,CÔNG TY TNHH ONPOINT,,"Tầng 4, Tòa nhà AB, 27B Nguyễn Đình Chiểu - Phường Đa Kao - Quận 1 - TP. Hồ Chí Minh",0314709816,TP Hồ Chí Minh,,
702,CÔNG TY TNHH PHÂN PHỐI TIÊN TIẾN,,1D Phổ Quang - Phường 2 - Quận Tân Bình - TP. Hồ Chí Minh,0303549039,TP Hồ Chí Minh,,
703,CÔNG TY TNHH PHÁT TRIỂN PHÚ MỸ HƯNG,,801 Nguyễn Văn Linh - Phường Tân Phú - Quận 7 - TP. Hồ Chí Minh,0300604002,TP Hồ Chí Minh,,
704,CÔNG TY TNHH RITA VÕ,,327 Xa Lộ Hà Nội - Phường An Phú - Quận 2 - TP. Hồ Chí Minh,0302802627,TP Hồ Chí Minh,,
705,CÔNG TY TNHH THƯƠNG MẠI - DỊCH VỤ HAI SÁU SÁU,,50/12 Nguyễn Kim - Phường 6 - Quận 10 - TP. Hồ Chí Minh,0303781761,TP Hồ Chí Minh,,
706,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ SẢN XUẤT GIẤY KHẢI HOÀN,,33/8/19A Phạm Văn Chiêu - Phường 14 - Quận Gò Vấp - TP. Hồ Chí Minh,0306012059,TP Hồ Chí Minh,,
707,CÔNG TY TNHH THƯƠNG MẠI KIM ĐỨC,,"Tầng 2704, Sai Gon Trade Center, 37 Tôn Đức Thắng - Phường Bến Nghé - Quận 1 - TP. Hồ Chí Minh",0301921780,TP Hồ Chí Minh,,
708,CÔNG TY TNHH THƯƠNG MẠI THÉP ĐẠI TOÀN THẮNG,,"Tầng 2, Tòa nhà thép Toàn Thắng, Số 8A - 10A Trường Sơn - Phường 2 - Quận Tân Bình - TP Hồ Chí Minh",0301893928,TP Hồ Chí Minh,,
709,CÔNG TY TNHH THƯƠNG MẠI THÉP NAM VIỆT,,Số 307D - Đường Nguyễn Văn Trỗi - Phường 1 - Quận Tân Bình - TP. Hồ Chí Minh,0301985093,TP Hồ Chí Minh,,
710,CÔNG TY TNHH THƯƠNG MẠI THÉP TOÀN THẮNG,,"Tòa nhà Thép Toàn Thắng, 8A - 10A Trường Sơn, Phường 2, Q.Tân Bình, TP. Hồ Chí Minh",0301424404,TP Hồ Chí Minh,,
711,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ PHÁT TIẾN,,Số 16 đường Lữ Gia - Phường 15 - Quận 11 - TP. Hồ Chí Minh,0301049150,TP Hồ Chí Minh,,
712,CÔNG TY TNHH THƯƠNG MẠI VÀ SẢN XUẤT DẦU THỰC VẬT MINH HUÊ,,383/7 Hoà Bình - Phường Hòa Thạnh - Quận Tân Phú - TP. Hồ Chí Minh,0304391796,TP Hồ Chí Minh,,
713,CÔNG TY TNHH THƯƠNG MẠI VÀ SẢN XUẤT TƯỜNG VIỆT,,14 Phan Tôn - Phường Đa Kao - Quận 1 - TP. Hồ Chí Minh,0302853607,TP Hồ Chí Minh,,
714,CÔNG TY TNHH THƯƠNG MẠI XÂY DỰNG VẬN TẢI THANH LONG,,"Lô 17/II, Đường 2F, KCN Vĩnh Lộc - Huyện Bình Chánh - TP. Hồ Chí Minh",0304133227,TP Hồ Chí Minh,,
715,CÔNG TY TNHH TNI KING COFFEE,,161 Võ Văn Tần - Phường Võ Thị Sáu - Quận 3 - TP. Hồ Chí Minh,0313743966,TP Hồ Chí Minh,,
716,CÔNG TY TNHH TRUYỀN THÔNG BEE,,6D Trần Quang Diệu - Phường 13 - Quận 3 - TP. Hồ Chí Minh,0314115227,TP Hồ Chí Minh,,
717,CÔNG TY TNHH XÂY DỰNG CÔNG TRÌNH HÙNG VƯƠNG,,435-437 Hoà Hảo-Phường 05-Quận 10-TP. Hồ Chí Minh,0301115156,TP Hồ Chí Minh,,
718,CÔNG TY TNHH XÂY DỰNG LÊ PHAN,,97 Nguyễn Duy Dương - Phường 9 - Quận 5 - TP. Hồ Chí Minh,0301125316,TP Hồ Chí Minh,,
719,CÔNG TY TNHH XÂY DỰNG TUẤN LÊ,,"P103, Lầu 1, Lô B C/c Trần Kế Xương-Phường 07-Quận Phú Nhuận-TP. Hồ Chí Minh",0307859271,TP Hồ Chí Minh,,
720,MINH HƯNG GROUP,,527 - 529 Bình Thới - Phường 10 - Quận 11 - TP. Hồ Chí Minh,1200748517,TP Hồ Chí Minh,,
721,NGÂN HÀNG TMCP BẢN VIỆT,,"Tòa nhà HM Town, số 412 Nguyễn Thị Minh Khai - Phường 5 - Quận 3 - TP. Hồ Chí Minh",0301378892,TP Hồ Chí Minh,BVB,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=BVB
722,TẬP ĐOÀN TRUNG NGUYÊN LEGEND,,82-84 Bùi Thị Xuân - Phường Bến Thành - Quận 1 - TP. Hồ Chí Minh,0304324655,TP Hồ Chí Minh,,
723,TỔNG CÔNG TY CẤP NƯỚC SÀI GÒN - TNHH MTV,,01 Công Trường Quốc Tế-Phường 06-Quận 3-TP. Hồ Chí Minh,0301129367,TP Hồ Chí Minh,,
724,TỔNG CÔNG TY CƠ KHÍ GIAO THÔNG VẬN TẢI SÀI GÒN - TNHH MTV,,262 Trần Hưng Đạo-Phường Nguyễn Cư Trinh-Quận 1-TP. Hồ Chí Minh,0300481551,TP Hồ Chí Minh,,
725,TỔNG CÔNG TY CÔNG NGHIỆP SÀI GÒN - TNHH MTV,,Số 58-60 Nguyễn Tất Thành - Phường 12 - Quận 4 - TP. Hồ Chí Minh,0300713668,TP Hồ Chí Minh,,
726,TỔNG CÔNG TY CP BẢO HIỂM BẢO LONG,,185 Điện Biên Phủ - Phường Đa Kao - Quận 1 - TP. Hồ Chí Minh,0301458065,TP Hồ Chí Minh,BLI,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=BLI
727,TỔNG CÔNG TY CP DỊCH VỤ TỔNG HỢP DẦU KHÍ,,"Lầu 6, Tòa nhà Petrovietnam, Số 1-5 Lê Duẩn - Phường Bến Nghé - Quận 1 - TP. Hồ Chí Minh",0300452060,TP Hồ Chí Minh,PET,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=PET
728,TỔNG CÔNG TY CP MAY VIỆT TIẾN,,7 Lê Minh Xuân - Phường 07 - Quận Tân Bình - TP. Hồ Chí Minh,0300401524,TP Hồ Chí Minh,VGG,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=VGG
729,TỔNG CÔNG TY CP PHONG PHÚ,,48 Tăng Nhơn Phú - Khu phố 3 - Phường Tăng Nhơn Phú B - Quận 9 - TP. Hồ Chí Minh,0301446006,TP Hồ Chí Minh,PPH,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=PPH
730,TỔNG CÔNG TY CP VẬN TẢI DẦU KHÍ,,Tầng 2 Tòa nhà PVFCCo - 43 Mạc Đĩnh Chi - Phường Đakao - Quận 1 - TP. Hồ Chí Minh,0302743192,TP Hồ Chí Minh,PVT,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=PVT
731,TỔNG CÔNG TY IDICO - CTCP,,Số 151 Ter Nguyễn Đình Chiểu - Phường 6 - Quận 3 - TP. Hồ Chí Minh,0302177966,TP Hồ Chí Minh,IDC,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=IDC
732,TỔNG CÔNG TY MAY NHÀ BÈ - CTCP,,Số 4 Bến Nghé - Phường Tân Thuận Đông - Quận 7 - TP. Hồ Chí Minh,0300398889,TP Hồ Chí Minh,MNB,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=MNB
733,TỔNG CÔNG TY VẬT LIỆU XÂY DỰNG SỐ 1 - CTCP,,"Tầng 15, Tòa nhà Sailling Tower, Số 11A Pasteur - Phường Bến Nghé - Quận 1 - TP. Hồ Chí Minh",0300402493,TP Hồ Chí Minh,FIC,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=FIC
734,TỔNG CÔNG TY XÂY DỰNG SỐ 1 - CTCP,,"Tầng 9, Tòa nhà Sailing Tower, 111A Pasteur - Phường Bến Nghé - Quận 1 - TP. Hồ Chí Minh",0301429113,TP Hồ Chí Minh,CC1,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=CC1
735,TẬP ĐOÀN CÔNG NGHIỆP CAO SU VIỆT NAM - CTCP,,236 Nam Kỳ Khởi Nghĩa - Phường 06 - Quận 3 - TP. Hồ Chí Minh,0301266564,TP Hồ Chí Minh,GVR,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=GVR
736,TỔNG CÔNG TY THƯƠNG MẠI SÀI GÒN - TNHH MTV,,275B Phạm Ngũ Lão - Phường Phạm Ngũ Lão - Quận 1 - TP. Hồ Chí Minh,0300100037,TP Hồ Chí Minh,,
737,CÔNG TY TNHH GANG THÉP TUYÊN QUANG,,Khu Công nghiệp Long Bình An - Phường Đội Cấn - TP. Tuyên Quang - Tỉnh Tuyên Quang,5000230718,Tuyên Quang,,
738,CÔNG TY CP BÊ TÔNG 620 CHÂU THỚI,,"Tổ 10, Ấp Mỹ Hưng 2, Xã Mỹ Hòa, Thị xã Bình Minh, Tỉnh Vĩnh Long",1500419552,Vĩnh Long,,
739,CÔNG TY CP THƯƠNG MẠI DẦU KHÍ CỬU LONG,,Số 64/20A-67/6A đường Phó Cơ Điều - Phường 4 - TP. Vĩnh Long - Tỉnh Vĩnh Long,1500498480,Vĩnh Long,,
740,CÔNG TY TNHH DE HEUS,,"Lô A4, KCN Hòa Phú, Ấp Phước Hòa - Xã Hòa Phú - Huyện Long Hồ - Tỉnh Vĩnh Long",3701091716,Vĩnh Long,,
741,CÔNG TY CP CÔNG NGHIỆP Á MỸ,,"Lô 1, KCN Thái Hòa-Liễn Sơn-Liên Hòa - Thị trấn Hoa Sơn - Huyện Lập Thạch - Tỉnh Vĩnh Phúc",2500552524,Vĩnh Phúc,,
742,CÔNG TY CP ỐNG THÉP VIỆT - ĐỨC VG PIPE,,KCN Bình Xuyên - Xã Đạo Đức - Huyện Bình Xuyên - Tỉnh Vĩnh Phúc,2500267703,Vĩnh Phúc,VGS,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=VGS
743,CÔNG TY CP TẬP ĐOÀN SƠN HÀ XANH,,"Km3, Quốc lộ 2 - Phường Phúc Thắng - TP. Phúc Yên - Tỉnh Vĩnh Phúc",2500209363,Vĩnh Phúc,,
744,CÔNG TY CP TẬP ĐOÀN VITTO,,"Lô 1, Khu vực A, KCN Tam Dương II - Xã Kim Long - Huyện Tam Dương - Tỉnh Vĩnh Phúc",2500578360,Vĩnh Phúc,,
745,CÔNG TY TNHH CÔNG NGHIỆP CHÍNH XÁC VIỆT NAM 1,,KCN Khai Quang - Phường Khai Quang - TP. Vĩnh Yên - Tỉnh Vĩnh Phúc,2500213190,Vĩnh Phúc,,
746,CÔNG TY TNHH JAPFA COMFEED VIỆT NAM,,Thị trấn Hương Canh - Huyện Bình Xuyên - Tỉnh Vĩnh Phúc,2500175548,Vĩnh Phúc,,
747,CÔNG TY CP TẬP ĐOÀN HÒA BÌNH MINH,,"Số nhà 16, Đường Hoàng Hoa Thám - Tổ 2 - Phường Nguyễn Thái Học - TP. Yên Bái - Tỉnh Yên Bái",5200896375,Yên Bái,,
748,Công ty cổ phần Dêt lụa Nam Định,,"4, Hà Huy Tập, Trần Hưng Đạo, Nam Định, Nam Định",0600016097,Nam Định,,
749,Công ty cổ phần xi măng Bỉm Sơn,,Lô 17 Đường Đông A - Hòa Vượng - Lộc Hòa - T.p Nam Định,2800232620,Nam Định,BCC,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=BCC
750,Trung tâm lưu ký chứng khoán,,"Số 112 đường Hoàng Quốc Việt, phường Cổ Nhuế 1, quận Bắc Từ Liêm, thành phố Hà Nội",0104154332,Hà Nội,,
751,Ngân hàng Thế Giới (Worldbank),,"63 Lý Thái Tổ, Hoàn Kiếm, Hà Nội",0101333710,Hà Nội,,
752,TONG CONG TY BAO HIEM PVI,," TANG 24 TOA NHA PVI TOWER, LO VP2 YEN HOA, PHUONG YEN HOA, QUAN CAU GIAY, THANH ",0105402531,Hà Nội,,
753,Công ty cổ phần giải pháp mạng Bạch Kim,,"BT2-VT18, Khu nhà ở Xa La, Phường Phúc La, Quận Hà Đông, Thành phố Hà Nội, Việt Nam.",0104850587,Hà Nội,,
754,Công ty Cổ phần Truyền thông và Dịch vụ số Kiến lửa,,"Số 296 Đường Nguyễn Huy Tưởng, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",0106829855,Hà Nội,,
755,Công ty TNHH Công nghệ Dịch vụ VIETSERVER,,"Thôn Xa Khúc, Xã Chu Phan, Huyện Mê Linh, Hà Nội",0107262576,Hà Nội,,
756,Công ty TNHH Mua bán nợ Việt Nam,,"Số 51, Quang Trung, Phường Nguyễn Du, Quận Hai Bà Trưng, Hà Nội",0101431355,Hà Nội,,
757,CONG TY CO PHAN TAP DOAN DAU TU XAY DUNG VA DU LICH BAO SON,,Ks Qt Bảo Sơn Số 50 Nguyễn Chí Thanh Phường Láng Thượng Q.Đđ,0100372107,Hà Nội,,
758,CTY CO PHAN DU LICH KIM LIEN - Q.DD,,Số 7 Đào Duy Anh Phường Phương Mai Q.Đđ,0100107067,Hà Nội,,
759,CONG TY CO PHAN VAN PHONG PHAM HONG HA,,"Số 672, Ngô Gia Tự, Phường Đức Giang, Quận Long Biên, Hà Nội",0100100216,Hà Nội,,
760,CONG TY CO PHAN KIM KHI THANG LONG,,"Phố Sài Đồng , Phường Sài Đồng, Quận Long Biên, Hà Nội",0100100618,Hà Nội,KTL,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=KTL
761,CONG TY TU VAN DAU TU VA DICH VU KY THUAT CONG NGHIEP,,"Số 7a Phố Mạc Thị Bưởi, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Thành Phố Hà Nội",0100101379,Hà Nội,MIE,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=MIE
762,CONG TY TNHH MOT THANH VIEN DU LICH CONG DOAN VN - Q.HK,,Số 14 Trần Bình Trọng - Phường Trần Hưng Đạo - Quận Hoàn Kiếm - Tp Hà Nội,0100110091,Hà Nội,,
763,CONG TY CO PHAN TAP DOAN HIPT,,"152 Thuỵ Khuê, Thụy Khuê, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội",0100364579,Hà Nội,HIG,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=HIG
764,CONG TY CO PHAN MAY CHIEN THANG,,Số 22 Thành Công Phường Thành Công Q.Bđ,0100101058,Hà Nội,,
765,CONG TY DET KIM DONG XUAN - TONG CONG TY DET MAY VN,,"Số 524, Minh Khai, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội",0100100583,Hà Nội,,
766,Công ty Cp KidsPlaza,,"(Số 20 Thái Thịnh - Phường Ngã Tư Sở - Quận Đống Đa - Hà Nội) Tầng 4 Tòa Nhà C14ct2 Đường Tố Hữu, Xã Trung Văn, Huyện Từ Liêm, Thành Phố Hà Nội",0105330703,Hà Nội,,
767,Công Ty TNHH Minh Phúc,,Tầng 10 Tòa Nhà Sudico Đường Mễ Trì - Mỹ Đình 1 - Nam Từ Liêm - Hà Nội - Việt Nam,0101275730,Hà Nội,,
768,Công ty Cổ phần Tập đoàn Mặt trời,,"Tầng 11, Tòa nhà Đà Nẵng ACB Tower, số 218 Bạch Đằng, Phường Phước Ninh, Quận Hải Châu, Thành phố Đà Nẵng, Việt Nam",0305016195,Hà Nội,,
769,CONG TY TNHH DAU NHON CHEVRON,,"(Lô F4, Kcn Đình Vũ, Phường Đông Hải 2, Quận Hải An), Trần Duy Hưng, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",0200115417,Hà Nội,,
770,Công Ty Cổ Phần Chứng Khoán Đà Nẵng,,"Tầng 2 Tòa Nhà Thành Công - Số 80, Dịch Vọng Hậu, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",0400554813,Hà Nội,DSC,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=DSC
771,CÔNG TY CỔ PHẦN CLOUDFLY,,"56 Nguyễn Tri Phương, Phường Chính Gián, Quận Thanh Khê, Thành phố Đà Nẵng, Việt Nam",0402035884,Hà Nội,,
772,CÔNG TY TRÁCH NHIỆM HỮU HẠN LOGITEM VIỆT NAM,,"Lô số 6, Khu công nghiệp Quang Minh, Thị Trấn Quang Minh, Huyện Mê Linh, Thành phố Hà Nội, Việt Nam",2500257222,Hà Nội,,
773,CONG TY TNHH PIZZA Việt Nam,,"Số 138, Phố Tôn Đức Thắng, P.Quốc Tử Giám, Q.Đống Đa. Tp Hà Nội",0303902751,Hà Nội,,
774,CONG TY TNHH SIEMENS HEALTHCARE,,"Số 33, Đường Lê Duẩn - Phường Bến Nghé - Quận 1 - Tp Hồ Chí Minh",0313409143,Hà Nội,,
775,CÔNG TY TNHH CAO SU INOUE VIỆT NAM,,"Thôn Phú Nhi, Xã Thanh Lâm, Huyện Mê Linh, Thành phố Hà Nội, Việt Nam",2500150631,Hà Nội,,
776,CÔNG TY TNHH THỰC PHẨM & NƯỚC GIẢI KHÁT Ý TƯỞNG VIỆT,,"76 Lê Lai, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",0312065210,Hà Nội,,
777,Công Ty TNHH Khai Thác Chế Biến Khoáng Sản Núi Pháo,,"xóm Suối Cát, Xã Hà Thượng, Huyện Đại Từ, Tỉnh Thái Nguyên, Việt Nam",4600864513,Hà Nội,,
778,Công ty Cổ phần Thương mại và Du lịch Hà Lan,,"Tổ 5, đường Dương Tự Minh, Phường Tân Long, Thành phố Thái Nguyên, Tỉnh Thái Nguyên",4600346825,Thái Nguyên,,
779,Công Ty Cổ Phần Tập Đoàn Nam Cường,,"69, Đông A, Lộc Hòa, Nam Định, Nam Định",0600082558-010,Nam Định,,
780,Công ty TNHH Công nghiêp RAMATEX ̣ ,,"Khu Công Ngiệp Bảo Minh, Đội 8 Xóm Mới, Kim Thái, Vụ Bản, Nam Định ",0601155054,Nam Định,,
781,Công ty TNHH Giầy AMARA Việt Nam ,,"Khu Song Khê, Thị trấn Cổ Lễ, Trực Ninh, Nam Định ",0601038738,Nam Định,,
782,Công Ty TNHH GREENYELLOW POWER VENTURES,,"Lô 01, Đường N5A, Khu Cn Hoà Xá, Mỹ Xá, Nam Định, Nam Định ",0316421389,Nam Định,,
783,Công Ty TNHH May PL ,,"Lô C13-1, Khu Cn Hoà Xá, Mỹ Xá, Nam Định, Nam Định ",0601177386,Nam Định,,
784,Công Ty Cổ Phần Nước Sạch Quảng Ninh,,"449 đường Nguyễn Văn Cừ, Phường Hồng Hải, Thành phố Hạ Long, Tỉnh Quảng Ninh",5700100104,Quảng Ninh,NQN,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=NQN
785,Công ty TNHH MTV Cà phê Việt Thắng,,Số 227 Nguyễn Thái Bình - Xã Hòa Thắng - TP.Buôn Ma Thuột - Đắk Lắk.,6000180748,Đắk Lắk,,
786,Công ty TNHH MTV Quản lý công trình Thủy lợi Đắk Lắk,,Số 251 đường Hà Huy Tập - Phường Tân Lợi - TP.Buôn Ma Thuột - Đắk Lắk.,6000178717,Đắk Lắk,,
787,Công ty cổ phần Bia Sài Gòn-Miền Trung,,Số 01 đường Nguyễn Văn Linh - Phường Tân An - TP.Buôn Ma Thuột - Đắk Lắk.,4100739909,Đắk Lắk,SMB,https://s.cafef.vn/Ajax/CongTy/CongTyCon.aspx?sym=SMB
